,fighter,salary,year
3296,Tai Tuivasa,"$72,500 ",2017
3297,Bryan Barberena,"$72,000 ",2017
3298,Ryan LaFlare,"$72,000 ",2017
3299,Karolina Kowalkiewicz,"$70,500 ",2017
3300,Teruto Ishihara,"$70,500 ",2017
3301,Alan Jouban,"$70,000 ",2017
3302,Daniel Omielanczuk,"$70,000 ",2017
3303,Tom Duquesnoy,"$70,000 ",2017
3304,Anthony Hamilton,"$69,000 ",2017
3305,Jussier Formiga,"$67,000 ",2017
3306,Francimar Barroso,"$66,000 ",2017
3307,Sergio Moraes,"$66,000 ",2017
3308,Stevie Ray,"$66,000 ",2017
3309,Drakkar Klose,"$65,500 ",2017
3310,Lyman Good,"$64,500 ",2017
3311,Max Griffin,"$64,500 ",2017
3312,Bethe Correia,"$64,000 ",2017
3313,Vicente Luque,"$64,000 ",2017
3314,Cyril Asker,"$63,500 ",2017
3315,Patrick Cote,"$63,000 ",2017
3316,Renan Barao,"$63,000 ",2017
3317,Anthony Rocco Martin,"$63,000 ",2017
3318,Daniel Teymur,"$62,500 ",2017
3319,Corey Anderson,"$62,000 ",2017
3320,Michael Johnson,"$62,000 ",2017
3321,Jake Collier,"$61,500 ",2017
3322,Ilir Latifi,"$61,000 ",2017
3323,Marvin Vettori,"$61,000 ",2017
3324,Nina Nunes,"$61,000 ",2017
3325,Eric Spicely,"$59,500 ",2017
3326,Joachim Christensen,"$59,500 ",2017
3327,Leslie Smith,"$59,000 ",2017
3328,Albert Morales,"$57,500 ",2017
3329,Jack Marshman,"$57,500 ",2017
3330,Al Iaquinta,"$57,000 ",2017
3331,Alexander Volkanovski,"$57,000 ",2017
3332,Eryk Anders,"$57,000 ",2017
3333,Jeremy Kennedy,"$57,000 ",2017
3334,Ketlen Vieira,"$57,000 ",2017
3335,Trevin Giles,"$57,000 ",2017
3336,Yushin Okami,"$57,000 ",2017
3337,Randa Markos,"$56,400 ",2017
3338,Amanda Cooper,"$56,000 ",2017
3339,Andrew Sanchez,"$56,000 ",2017
3340,Rafael Natal,"$56,000 ",2017
3341,Randy Brown,"$55,500 ",2017
3342,Ryan Janes,"$55,500 ",2017
3343,Matthew Lopez,"$55,400 ",2017
3344,Brad Pickett,"$55,000 ",2017
3345,Jarred Brooks,"$55,000 ",2017
3346,Rustam Khabilov,"$55,000 ",2017
3347,Jimmie Rivera,"$54,500 ",2017
3348,Chris Camozzi,"$53,000 ",2017
3349,James Krause,"$53,000 ",2017
3350,Tatiana Suarez,"$52,500 ",2017
3351,Bibulatov Magomed,"$52,000 ",2017
3352,Marion Reneau,"$52,000 ",2017
3353,Timothy Johnson,"$51,500 ",2017
3354,Warlley Alves,"$51,000 ",2017
3355,Evan Dunham,"$50,000 ",2017
3356,Krzysztof Jotko,"$50,000 ",2017
3357,Alex White,"$49,500 ",2017
3358,Gabriel Benitez,"$49,500 ",2017
3359,Alexandre Pantoja,"$49,000 ",2017
3360,Cody Stamann,"$49,000 ",2017
3361,Danny Roberts,"$49,000 ",2017
3362,Deiveson Figueiredo,"$49,000 ",2017
3363,Drew Dober,"$49,000 ",2017
3364,Hector Sandoval,"$49,000 ",2017
3365,Jake Matthews,"$49,000 ",2017
3366,Jordan Johnson,"$49,000 ",2017
3367,Justin Willis,"$49,000 ",2017
3368,Zak Ottow,"$49,000 ",2017
3369,Brad Scott,"$48,000 ",2017
3370,Trevor Smith,"$48,000 ",2017
3371,Andre Soukhamthath,"$47,500 ",2017
3372,Eric Shelton,"$47,500 ",2017
3373,Gilbert Burns,"$47,000 ",2017
3374,Jared Gordon,"$47,000 ",2017
3375,Marcos Rogerio de Lima,"$46,400 ",2017
3376,Eddie Wineland,"$46,000 ",2017
3377,Rolando Dy,"$45,500 ",2017
3378,Tarec Saffiedine,"$45,000 ",2017
3379,Siyar Bahadurzada,"$44,500 ",2017
3380,Darrell Horcher,"$44,000 ",2017
3381,Misha Cirkunov,"$43,500 ",2017
3382,Chris Wade,"$43,000 ",2017
3383,Devin Clark,"$43,000 ",2017
3384,Keita Nakamura,"$43,000 ",2017
3385,Tyson Pedro,"$43,000 ",2017
3386,Viviane Pereira,"$43,000 ",2017
3387,Abdul Razak Alhassan,"$41,000 ",2017
3388,Michael Chiesa,"$41,000 ",2017
3389,Olivier Aubin-Mercier,"$41,000 ",2017
3390,Oluwale Bamgbose,"$41,000 ",2017
3391,Zak Cummings,"$41,000 ",2017
3392,Luis Henrique,"$39,500 ",2017
3393,Alex Morono,"$39,000 ",2017
3394,Alexa Grasso,"$38,600 ",2017
3395,Dong Hyun Ma,"$38,500 ",2017
3396,Michał Oleksiejczuk,"$38,500 ",2017
3397,Reza Madadi,"$38,000 ",2017
3398,Bobby Nash,"$37,500 ",2017
3399,Kailin Curran,"$37,500 ",2017
3400,Aiemann Zahabi,"$37,000 ",2017
3401,Daniel Spitz,"$37,000 ",2017
3402,Desmond Green,"$37,000 ",2017
3403,Galore Bofando,"$37,000 ",2017
3404,Gavin Tucker,"$37,000 ",2017
3405,Hacran Dias,"$37,000 ",2017
3406,Lina Lansberg,"$37,000 ",2017
3407,Luke Jumeau,"$37,000 ",2017
3408,Michel Quinones,"$37,000 ",2017
3409,Rashid Magomedov,"$37,000 ",2017
3410,Julianna Pena,"$36,500 ",2017
3411,Davi Ramos,"$35,000 ",2017
3412,Liz Carmouche,"$35,000 ",2017
3413,Lucie Pudilova,"$35,000 ",2017
3414,Matt Schnell,"$35,000 ",2017
3415,Michelle Waterson,"$35,000 ",2017
3416,Peter Sobotta,"$34,500 ",2017
3417,Shamil Abdurakhimov,"$34,500 ",2017
3418,Erik Koch,"$34,000 ",2017
3419,Andrew Holbrook,"$33,000 ",2017
3420,Ashlee Evans-Smith,"$33,000 ",2017
3421,Gina Mazany,"$33,000 ",2017
3422,Henrique da Silva,"$33,000 ",2017
3423,Marco Beltran,"$33,000 ",2017
3424,Enrique Barzola,"$32,500 ",2017
3425,Bec Rawlings,"$32,200 ",2017
3426,Ryan Benoit,"$32,000 ",2017
3427,Thomas Almeida,"$32,000 ",2017
3428,Arnold Allen,"$30,500 ",2017
3429,Islam Makhachev,"$30,500 ",2017
3430,Joaquim Silva,"$30,500 ",2017
3431,Jose Quinonez,"$30,500 ",2017
3432,Justin Ledet,"$30,500 ",2017
3433,Kajan Johnson,"$30,500 ",2017
3434,Matheus Nicolau,"$30,500 ",2017
3435,Sam Sicilia,"$30,000 ",2017
3436,Chris Gruetzemacher,"$29,000 ",2017
3437,Jenel Lausa,"$29,000 ",2017
3438,Jon Tuck,"$29,000 ",2017
3439,Luke Sanders,"$29,000 ",2017
3440,Paul Craig,"$29,000 ",2017
3441,Ashkan Mokhtarian,"$28,000 ",2017
3442,Felipe Arantes,"$28,000 ",2017
3443,Mickey Gall,"$27,500 ",2017
3444,Ramazan Emeev,"$27,300 ",2017
3445,Rony Jason,"$27,000 ",2017
3446,Russell Doane,"$27,000 ",2017
3447,Calvin Kattar,"$26,500 ",2017
3448,Danielle Taylor,"$26,500 ",2017
3449,Gadzhimurad Antigulov,"$26,500 ",2017
3450,Ion Cutelaba,"$26,500 ",2017
3451,Katlyn Chookagian,"$26,500 ",2017
3452,Mara Romero Borella,"$26,500 ",2017
3453,Shinsho Anzai,"$26,500 ",2017
3454,Vinc Pichel,"$26,500 ",2017
3455,Adriano Martins,"$26,000 ",2017
3456,Maryna Moroz,"$25,500 ",2017
3457,Naoki Inoue,"$25,500 ",2017
3458,Rachael Ostovich,"$25,500 ",2017
3459,Bojan Mihajlovic,"$25,000 ",2017
3460,Devin Powell,"$25,000 ",2017
3461,Jessica Eye,"$25,000 ",2017
3462,Pearl Gonzalez,"$25,000 ",2017
3463,Roan Carneiro,"$25,000 ",2017
3464,Terrion Ware,"$25,000 ",2017
3465,JJ Aldrich,"$24,500 ",2017
3466,Justin Scoggins,"$24,000 ",2017
3467,Mizuto Hirota,"$24,000 ",2017
3468,Mirsad Bektic,"$23,500 ",2017
3469,Chan-Mi Jeon,"$23,000 ",2017
3470,Hyun Gyu Lim,"$23,000 ",2017
3471,Vitor Miranda,"$23,000 ",2017
3472,Abdul-Kerim Edilov,"$22,500 ",2017
3473,Adam Wieczorek,"$22,500 ",2017
3474,Aleksandra Albu,"$22,500 ",2017
3475,Alex Perez,"$22,500 ",2017
3476,Arjan Bhullar,"$22,500 ",2017
3477,Aspen Ladd,"$22,500 ",2017
3478,Benito Lopez,"$22,500 ",2017
3479,Daichi Abe,"$22,500 ",2017
3480,Gillian Robertson,"$22,500 ",2017
3481,Jessica Penne,"$22,500 ",2017
3482,Jordan Rinaldi,"$22,500 ",2017
3483,Karl Roberson,"$22,500 ",2017
3484,Lauren Murphy,"$22,500 ",2017
3485,Luan Chagas,"$22,500 ",2017
3486,Marcelo Golm,"$22,500 ",2017
3487,Montana De La Rosa,"$22,500 ",2017
3488,Oskar Piechota,"$22,500 ",2017
3489,Poliana Botelho,"$22,500 ",2017
3490,Sarah Moras,"$22,500 ",2017
3491,Sean O’Malley,"$22,500 ",2017
3492,Shana Dobson,"$22,500 ",2017
3493,Song Kenan,"$22,500 ",2017
3494,Syuri Kondo,"$22,500 ",2017
3495,Thibault Gouti,"$22,500 ",2017
3496,Wang Guan,"$22,500 ",2017
3497,Yan Xiaonan,"$22,500 ",2017
3498,Juliana Lima,"$22,000 ",2017
3499,Johnny Eduardo,"$21,000 ",2017
3500,Damian Grabowski,"$20,500 ",2017
3501,Douglas Silva de Andrade,"$20,500 ",2017
3502,Godofredo Pepey,"$20,500 ",2017
3503,Jessica Rose-Clark,"$20,500 ",2017
3504,Nadia Kassem,"$20,500 ",2017
3505,Jason Saggo,"$19,000 ",2017
3506,Henrique da Silva,"$19,000 ",2017
3507,Mike de la Torre,"$19,000 ",2017
3508,Neil Seery,"$19,000 ",2017
3509,Phillipe Nover,"$19,000 ",2017
3510,Scott Askham,"$19,000 ",2017
3511,Makwan Amirkhani,"$18,500 ",2017
3512,Marco Marco Polo Reyes,"$18,500 ",2017
3513,Joe Proctor,"$18,000 ",2017
3514,Joanne Wood,"$17,800 ",2017
3515,Dhiego Lima,"$17,500 ",2017
3516,Dominique Steele,"$17,000 ",2017
3517,Mitch Clarke,"$17,000 ",2017
3518,Alex Chambers,"$16,500 ",2017
3519,Justine Kish,"$16,500 ",2017
3520,Kiichi Kunimoto,"$16,500 ",2017
3521,Michinori Tanaka,"$16,500 ",2017
3522,Mads Burnell,"$16,100 ",2017
3523,Adam Milstead,"$14,500 ",2017
3524,Alex Nicholson,"$14,500 ",2017
3525,Alvaro Herrera Mendoza,"$14,500 ",2017
3526,Ashley Yoder,"$14,500 ",2017
3527,Christian Colombo,"$14,500 ",2017
3528,Diego Rivas,"$14,500 ",2017
3529,Felipe Silva,"$14,500 ",2017
3530,Frankie Perez,"$14,500 ",2017
3531,Garreth McLellan,"$14,500 ",2017
3532,Irene Aldana,"$14,500 ",2017
3533,James Bochnovic,"$14,500 ",2017
3534,Jamie Moyle,"$14,500 ",2017
3535,Jessin Ayari,"$14,500 ",2017
3536,Josh Stansbury,"$14,500 ",2017
3537,Kalindra Faria,"$14,500 ",2017
3538,Mark De La Rosa,"$14,500 ",2017
3539,Markus Perez,"$14,500 ",2017
3540,Martin Bravo,"$14,500 ",2017
3541,Michael McBride,"$14,500 ",2017
3542,Nathan Coy,"$14,500 ",2017
3543,Nick Roehrick,"$14,500 ",2017
3544,Nicholas Musoke,"$14,500 ",2017
3545,Patrick Williams,"$14,500 ",2017
3546,Reginaldo Vieira,"$14,500 ",2017
3547,Sabah Homasi,"$14,500 ",2017
3548,Teemu Packalen,"$14,500 ",2017
3549,Wuliji Buren,"$14,500 ",2017
3550,Aleksandar Rakic,"$12,500 ",2017
3551,Alex Ricci,"$12,500 ",2017
3552,Alex Reyes,"$12,500 ",2017
3553,Allen Crowder,"$12,500 ",2017
3554,Amanda Lemos,"$12,500 ",2017
3555,Angela Magana,"$12,500 ",2017
3556,Antonio Braga Neto,"$12,500 ",2017
3557,Ariel Beck,"$12,500 ",2017
3558,Barb Honchak,"$12,500 ",2017
3559,Bharat Kandare,"$12,500 ",2017
3560,Brian Camozzi,"$12,500 ",2017
3561,Charlie Ward,"$12,500 ",2017
3562,Christina Marks,"$12,500 ",2017
3563,Cindy Dandois,"$12,500 ",2017
3564,Daniel Jolly,"$12,500 ",2017
3565,DeAnna Bennett,"$12,500 ",2017
3566,Dmitrii Smoliakov,"$12,500 ",2017
3567,Emily Whitmire,"$12,500 ",2017
3568,Henry Briones,"$12,500 ",2017
3569,Hu Yaozong,"$12,500 ",2017
3570,JC Cottrell,"$12,500 ",2017
3571,James Mulheron,"$12,500 ",2017
3572,Jessica Aguilar,"$12,500 ",2017
3573,Ji Yeon Kim,"$12,500 ",2017
3574,Jim Wallhead,"$12,500 ",2017
3575,Jocelyn Jones-Lybarger,"$12,500 ",2017
3576,Jodie Esquibel,"$12,500 ",2017
3577,Jonathan Wilson,"$12,500 ",2017
3578,Kwan Ho Kwak,"$12,500 ",2017
3579,Kyle Bochniak,"$12,500 ",2017
3580,Melinda Fabian,"$12,500 ",2017
3581,Merab Dvalishvili,"$12,500 ",2017
3582,Mike Santiago,"$12,500 ",2017
3583,Muslim Salikhov,"$12,500 ",2017
3584,Nasrat Haqparast,"$12,500 ",2017
3585,Oliver Enkamp,"$12,500 ",2017
3586,Rob Wilkinson,"$12,500 ",2017
3587,Robert Sanchez,"$12,500 ",2017
3588,Salim Touahri,"$12,500 ",2017
3589,Shane Young,"$12,500 ",2017
3590,Sheymon Moraes,"$12,500 ",2017
3591,Talita Bernardo,"$12,500 ",2017
3592,Tom Gallicchio,"$12,500 ",2017
3593,Viktor Pesta,"$12,500 ",2017
3594,Wu Yanan,"$12,500 ",2017
3595,Azunna Anyanwu,"$12,500 ",2017
3596,Carls John De Tomas,"$9,500 ",2017
3597,Karine Gevorgyan,"$9,500 ",2017
3598,Conor McGregor,"$3,030,000 ",2018
3599,Khabib Nurmagomedov,"$2,570,000 ",2018
3600,Mark Hunt,"$2,295,000 ",2018
3601,Daniel Cormier,"$1,820,000 ",2018
3602,Alistair Overeem,"$1,720,000 ",2018
3603,Derrick Lewis,"$1,440,000 ",2018
3604,Stipe Miocic,"$1,430,000 ",2018
3605,Andrei Arlovski,"$1,255,000 ",2018
3606,Cristiane Justino,"$1,080,000 ",2018
3607,Donald Cerrone,"$900,000 ",2018
3608,Francis Ngannou,"$890,000 ",2018
3609,Ronaldo ‘Jacare’ Souza,"$840,000 ",2018
3610,Junior dos Santos,"$830,000 ",2018
3611,Amanda Nunes,"$700,000 ",2018
3612,Anthony Pettis,"$696,500 ",2018
3613,Thiago Santos,"$648,000 ",2018
3614,Frankie Edgar,"$635,000 ",2018
3615,Robert Whittaker,"$610,000 ",2018
3616,Israel Adesanya,"$600,500 ",2018
3617,Tyron Woodley,"$590,000 ",2018
3618,Charles Oliveira,"$589,000 ",2018
3619,Brian Ortega,"$585,000 ",2018
3620,Yoel Romero,"$545,000 ",2018
3621,Mauricio ‘Shogun’ Rua,"$540,000 ",2018
3622,Alexander Gustafsson,"$530,000 ",2018
3623,Jon Jones,"$530,000 ",2018
3624,Rafael dos Anjos,"$510,000 ",2018
3625,CM Punk,"$503,500 ",2018
3626,Dustin Poirier,"$490,000 ",2018
3627,Lyoto Machida,"$490,000 ",2018
3628,Max Holloway,"$490,000 ",2018
3629,Luke Rockhold,"$485,000 ",2018
3630,Demetrious Johnson,"$470,000 ",2018
3631,Volkan Oezdemir,"$469,000 ",2018
3632,Jeremy Stephens,"$453,000 ",2018
3633,T.J. Dillashaw,"$440,000 ",2018
3634,Justin Gaethje,"$437,500 ",2018
3635,Ovince Saint Preux,"$425,000 ",2018
3636,Chad Mendes,"$381,000 ",2018
3637,Colby Covington,"$380,000 ",2018
3638,Al Iaquinta,"$378,000 ",2018
3639,Joanna Jedrzejczyk,"$370,000 ",2018
3640,Chris Weidman,"$360,000 ",2018
3641,Anthony Smith,"$354,000 ",2018
3642,Fabricio Werdum,"$340,000 ",2018
3643,Alex Oliveira,"$338,000 ",2018
3644,Jim Miller,"$336,000 ",2018
3645,Alexander Volkanovski,"$335,000 ",2018
3646,Corey Anderson,"$332,000 ",2018
3647,Darren Elkins,"$329,000 ",2018
3648,Kamaru Usman,"$315,000 ",2018
3649,Vitor Belfort,"$315,000 ",2018
3650,Sage Northcutt,"$310,000 ",2018
3651,Joseph Benavidez,"$309,000 ",2018
3652,Gian Villante,"$307,000 ",2018
3653,Jimi Manuwa,"$305,000 ",2018
3654,Michael Johnson,"$284,000 ",2018
3655,Ben Saunders,"$271,000 ",2018
3656,Sam Alvey,"$268,000 ",2018
3657,Jessica Andrade,"$266,000 ",2018
3658,Carlos Condit,"$265,000 ",2018
3659,Antonio Rogerio Nogueira,"$257,000 ",2018
3660,Jose Aldo,"$255,000 ",2018
3661,Ross Pearson,"$254,000 ",2018
3662,Neil Magny,"$248,000 ",2018
3663,Rose Namajunas,"$240,000 ",2018
3664,Kevin Lee,"$239,000 ",2018
3665,Aleksei Oleinik,"$236,000 ",2018
3666,Jan Blachowicz,"$234,000 ",2018
3667,Cody Garbrandt,"$230,000 ",2018
3668,David Branch,"$230,000 ",2018
3669,Pedro Munhoz,"$228,000 ",2018
3670,Rani Yahya,"$228,000 ",2018
3671,Li Jingliang,"$224,000 ",2018
3672,Ilir Latifi,"$221,000 ",2018
3673,Valentina Shevchenko,"$221,000 ",2018
3674,Edson Barboza,"$220,000 ",2018
3675,Iuri Alcantara,"$219,000 ",2018
3676,Jared Cannonier,"$216,000 ",2018
3677,Tony Ferguson,"$215,000 ",2018
3678,Alexander Volkov,"$213,000 ",2018
3679,Diego Sanchez,"$210,000 ",2018
3680,Yair Rodriguez,"$209,000 ",2018
3681,Dan Hooker,"$207,000 ",2018
3682,Cub Swanson,"$206,000 ",2018
3683,Marlon Moraes,"$206,000 ",2018
3684,Thales Leites,"$206,000 ",2018
3685,Eryk Anders,"$200,500 ",2018
3686,Petr Yan,"$200,500 ",2018
3687,Rob Font,"$200,000 ",2018
3688,Jake Matthews,"$198,000 ",2018
3689,Jussier Formiga,"$198,000 ",2018
3690,Ricardo Lamas,"$194,000 ",2018
3691,Michael Chiesa,"$192,600 ",2018
3692,Alex Caceres,"$191,000 ",2018
3693,Jake Ellenberger,"$191,000 ",2018
3694,Michelle Waterson,"$189,000 ",2018
3695,Stefan Struve,"$189,000 ",2018
3696,Curtis Blaydes,"$188,000 ",2018
3697,Sergio Pettis,"$187,000 ",2018
3698,Nik Lentz,"$185,000 ",2018
3699,Thiago Alves,"$184,000 ",2018
3700,Yana Kunitskaya,"$183,500 ",2018
3701,Anthony Rocco Martin,"$183,000 ",2018
3702,Stephen Thompson,"$182,400 ",2018
3703,Jessica Eye,"$182,000 ",2018
3704,Henry Cejudo,"$180,000 ",2018
3705,Marlon Vera,"$179,000 ",2018
3706,Uriah Hall,"$178,000 ",2018
3707,Mike Perry,"$177,000 ",2018
3708,C.B. Dolloway,"$176,000 ",2018
3709,John Dodson,"$176,000 ",2018
3710,Darren Till,"$175,600 ",2018
3711,B.J. Penn,"$170,000 ",2018
3712,Rashad Evans,"$170,000 ",2018
3713,Cat Zingano,"$169,000 ",2018
3714,Gunnar Nelson,"$168,000 ",2018
3715,Tim Means,"$167,000 ",2018
3716,Drew Dober,"$165,000 ",2018
3717,Beneil Dariush,"$164,000 ",2018
3718,Gilbert Burns,"$164,000 ",2018
3719,Paulo Costa,"$164,000 ",2018
3720,Aljamain Sterling,"$163,000 ",2018
3721,Brad Tavares,"$161,000 ",2018
3722,Cezar Ferreira,"$161,000 ",2018
3723,Darren Stewart,"$161,000 ",2018
3724,Elias Theodorou,"$158,000 ",2018
3725,Raquel Pennington,"$157,400 ",2018
3726,Renato Moicano,"$157,000 ",2018
3727,Alex Morono,"$155,000 ",2018
3728,Olivier Aubin-Mercier,"$154,000 ",2018
3729,Siyar Bahadurzada,"$151,000 ",2018
3730,Francisco Trinaldo,"$150,000 ",2018
3731,Kelvin Gastelum,"$150,000 ",2018
3732,Dustin Ortiz,"$148,000 ",2018
3733,Mirsad Bektic,"$148,000 ",2018
3734,Michel Prazeres,"$147,500 ",2018
3735,Walt Harris,"$147,000 ",2018
3736,Curtis Millender,"$146,500 ",2018
3737,Raphael Assuncao,"$145,000 ",2018
3738,Hector Lombard,"$144,000 ",2018
3739,Abdul Razak Alhassan,"$142,000 ",2018
3740,Yushin Okami,"$142,000 ",2018
3741,Niko Price,"$141,000 ",2018
3742,Alan Jouban,"$140,000 ",2018
3743,Gleison Tibau,"$140,000 ",2018
3744,Calvin Kattar,"$137,000 ",2018
3745,John Moraga,"$134,000 ",2018
3746,Marcin Tybura,"$130,000 ",2018
3747,Dominick Reyes,"$129,500 ",2018
3748,Danny Roberts,"$128,000 ",2018
3749,John Makdessi,"$128,000 ",2018
3750,Gregor Gillespie,"$126,000 ",2018
3751,Vicente Luque,"$126,000 ",2018
3752,Brandon Davis,"$124,500 ",2018
3753,Drakkar Klose,"$124,000 ",2018
3754,Shane Burgos,"$124,000 ",2018
3755,James Krause,"$123,000 ",2018
3756,Renan Barao,"$120,100 ",2018
3757,Alejandro Perez,"$119,000 ",2018
3758,Khalil Rountree Jr.. Jr,"$119,000 ",2018
3759,Zabit Magomedsharipov,"$117,500 ",2018
3760,Kyle Bochniak,"$115,000 ",2018
3761,Alexander Hernandez,"$113,000 ",2018
3762,Wilson Reis,"$113,000 ",2018
3763,Sean Strickland,"$112,000 ",2018
3764,Tatiana Suarez,"$111,500 ",2018
3765,Brian Kelleher,"$111,000 ",2018
3766,Nasrat Haqparast,"$111,000 ",2018
3767,Evan Dunham,"$110,000 ",2018
3768,Song Yadong,"$109,000 ",2018
3769,Derek Brunson,"$108,000 ",2018
3770,Cortney Casey,"$107,500 ",2018
3771,Santiago Ponzinibbio,"$107,000 ",2018
3772,Demian Maia,"$106,000 ",2018
3773,Leon Edwards,"$106,000 ",2018
3774,Eddie Alvarez,"$105,000 ",2018
3775,John Lineker,"$102,000 ",2018
3776,Nordine Taleb,"$102,000 ",2018
3777,Mackenzie Dern,"$101,950 ",2018
3778,Andre Soukhamthath,"$101,000 ",2018
3779,Joaquim Silva,"$101,000 ",2018
3780,Manny Bermudez,"$101,000 ",2018
3781,Nathaniel Wood,"$101,000 ",2018
3782,Raoni Barcelos,"$101,000 ",2018
3783,Ricky Simon,"$101,000 ",2018
3784,Cory Sandhagen,"$100,000 ",2018
3785,Irene Aldana,"$99,500 ",2018
3786,Claudia Gadelha,"$99,000 ",2018
3787,James Vick,"$99,000 ",2018
3788,Ryan LaFlare,"$99,000 ",2018
3789,Sergio Moraes,"$99,000 ",2018
3790,Sean O’Malley,"$97,500 ",2018
3791,Megan Anderson,"$97,000 ",2018
3792,Paul Felder,"$97,000 ",2018
3793,Zak Cummings,"$97,000 ",2018
3794,Alan Patrick,"$96,000 ",2018
3795,Marion Reneau,"$96,000 ",2018
3796,Paul Craig,"$96,000 ",2018
3797,Lucie Pudilova,"$95,500 ",2018
3798,Adam Wieczorek,"$95,000 ",2018
3799,Andre Fili,"$95,000 ",2018
3800,Song Kenan,"$95,000 ",2018
3801,Jimmie Rivera,"$94,000 ",2018
3802,Jared Gordon,"$93,500 ",2018
3803,Bobby Green,"$93,000 ",2018
3804,Enrique Barzola,"$93,000 ",2018
3805,Nina Nunes,"$92,000 ",2018
3806,Tim Boetsch,"$92,000 ",2018
3807,Tom Breese,"$92,000 ",2018
3808,Ryan Hall,"$91,500 ",2018
3809,Katlyn Chookagian,"$91,000 ",2018
3810,Claudio Puelles,"$90,000 ",2018
3811,Felice Herrig,"$90,000 ",2018
3812,Jack Hermansson,"$90,000 ",2018
3813,Zak Ottow,"$90,000 ",2018
3814,Roxanne Modafferi,"$89,900 ",2018
3815,Luis Pena,"$89,000 ",2018
3816,Gokhan Saki,"$88,500 ",2018
3817,Carla Esparza,"$88,000 ",2018
3818,Brad Katona,"$87,000 ",2018
3819,Gabriel Benitez,"$87,000 ",2018
3820,Magomed Ankalaev,"$87,000 ",2018
3821,Merab Dvalishvili,"$87,000 ",2018
3822,Michael Trizano,"$87,000 ",2018
3823,Steven Peterson,"$87,000 ",2018
3824,Warlley Alves,"$87,000 ",2018
3825,Arnold Allen,"$86,000 ",2018
3826,Elizeu Zaleski dos Santos,"$86,000 ",2018
3827,Marco Polo Reyes,"$86,000 ",2018
3828,Alexandre Pantoja,"$85,500 ",2018
3829,Antonio Carlos Junior,"$85,000 ",2018
3830,Dennis Bermudez,"$85,000 ",2018
3831,Glover Teixeira,"$85,000 ",2018
3832,Juan Espino,"$83,500 ",2018
3833,Randa Markos,"$83,000 ",2018
3834,Alex Perez,"$82,600 ",2018
3835,Joe Lauzon,"$82,000 ",2018
3836,Kajan Johnson,"$82,000 ",2018
3837,Tecia Torres,"$82,000 ",2018
3838,Frank Camacho,"$81,000 ",2018
3839,Karolina Kowalkiewicz,"$81,000 ",2018
3840,Teruto Ishihara,"$81,000 ",2018
3841,Diego Ferreira,"$80,500 ",2018
3842,Court McGee,"$80,000 ",2018
3843,Gerald Meerschaert,"$80,000 ",2018
3844,Clay Guida,"$79,000 ",2018
3845,Tai Tuivasa,"$79,000 ",2018
3846,Martin Bravo,"$78,500 ",2018
3847,Chan Sung Jung,"$78,000 ",2018
3848,Trevor Smith,"$78,000 ",2018
3849,Cynthia Calvillo,"$77,800 ",2018
3850,Aspen Ladd,"$77,500 ",2018
3851,Claudio Silva,"$77,500 ",2018
3852,Desmond Green,"$77,500 ",2018
3853,David Zawada,"$77,000 ",2018
3854,Elias Garcia,"$77,000 ",2018
3855,Hector Aldana,"$77,000 ",2018
3856,Islam Makhachev,"$77,000 ",2018
3857,Kurt Holobaugh,"$77,000 ",2018
3858,Alex Garcia,"$76,000 ",2018
3859,Angela Hill,"$75,000 ",2018
3860,Holly Holm,"$75,000 ",2018
3861,Matthew Lopez,"$75,000 ",2018
3862,Ed Herman,"$74,000 ",2018
3863,Louis Smolka,"$74,000 ",2018
3864,Andrea Lee,"$73,500 ",2018
3865,Don Madge,"$73,500 ",2018
3866,Johnny Walker,"$73,500 ",2018
3867,Kai Kara-France,"$73,500 ",2018
3868,Laureano Staropoli,"$73,500 ",2018
3869,Roosevelt Roberts,"$73,500 ",2018
3870,Shane Young,"$73,500 ",2018
3871,Sodiq Yusuff,"$73,500 ",2018
3872,Keita Nakamura,"$73,000 ",2018
3873,Ricky Glenn,"$73,000 ",2018
3874,Tyson Pedro,"$73,000 ",2018
3875,Yuta Sasaki,"$73,000 ",2018
3876,Jason Knight,"$72,000 ",2018
3877,Stevie Ray,"$70,000 ",2018
3878,Cody Stamann,"$69,500 ",2018
3879,Gray Maynard,"$69,000 ",2018
3880,Ji Yeon Kim,"$69,000 ",2018
3881,Joshua Burkman,"$69,000 ",2018
3882,Julio Arce,"$68,500 ",2018
3883,Dooho Choi,"$68,000 ",2018
3884,Deiveson Figueiredo,"$67,500 ",2018
3885,JJ Aldrich,"$67,500 ",2018
3886,Jordan Johnson,"$67,500 ",2018
3887,Justin Willis,"$67,500 ",2018
3888,Zhang Weili,"$67,000 ",2018
3889,Chad Laprise,"$66,000 ",2018
3890,Chase Sherman,"$66,000 ",2018
3891,Douglas Silva de Andrade,"$66,000 ",2018
3892,Rolando Dy,"$66,000 ",2018
3893,Liz Carmouche,"$65,000 ",2018
3894,Mike Pyle,"$65,000 ",2018
3895,Scott Holtzman,"$65,000 ",2018
3896,Hakeem Dawodu,"$64,500 ",2018
3897,Jordan Mein,"$64,000 ",2018
3898,Ketlen Vieira,"$64,000 ",2018
3899,Rustam Khabilov,"$64,000 ",2018
3900,Veronica Macedo,"$63,500 ",2018
3901,Bryan Caraway,"$62,000 ",2018
